,region,statistikkvariabel,tid,boligbygging
1158,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-01-01,4988.1
1159,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-02-01,4976.3
1160,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-03-01,4988.2
1161,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-04-01,5036.0
1162,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-05-01,5105.6
1163,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-06-01,5143.9
1164,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-07-01,5153.9
1165,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-08-01,5167.9
1166,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-09-01,5236.3
1167,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-10-01,5331.5
1168,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-11-01,5324.4
1169,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2007-12-01,5208.7
1170,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-01-01,5218.0
1171,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-02-01,5170.4
1172,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-03-01,5155.6
1173,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-04-01,5122.7
1174,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-05-01,5161.1
1175,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-06-01,5114.4
1176,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-07-01,5041.5
1177,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-08-01,5044.3
1178,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-09-01,5034.4
1179,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-10-01,5015.6
1180,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-11-01,5017.6
1181,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2008-12-01,4943.5
1182,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-01-01,5000.8
1183,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-02-01,4925.9
1184,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-03-01,4906.1
1185,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-04-01,4887.5
1186,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-05-01,4851.3
1187,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-06-01,4629.7
1188,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-07-01,4608.6
1189,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-08-01,4609.6
1190,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-09-01,4683.2
1191,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-10-01,4698.3
1192,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-11-01,4738.7
1193,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2009-12-01,4720.0
1194,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-01-01,4803.1
1195,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-02-01,4789.3
1196,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-03-01,4810.9
1197,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-04-01,4887.2
1198,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-05-01,4928.1
1199,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-06-01,4956.3
1200,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-07-01,4974.7
1201,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-08-01,5004.6
1202,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-09-01,5052.6
1203,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-10-01,5095.9
1204,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-11-01,5168.5
1205,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2010-12-01,5112.3
1206,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2011-01-01,5089.6
1207,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2011-02-01,5129.2
1208,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2011-03-01,5248.8
1209,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2011-04-01,5449.4
1210,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2011-05-01,5522.3
1211,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2011-06-01,5580.0
1212,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2011-07-01,5643.2
1213,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2011-08-01,5682.6
1214,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2011-09-01,5747.0
1215,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2011-10-01,5860.8
1216,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2011-11-01,5864.1
1217,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2011-12-01,5796.2
1218,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2012-01-01,5781.7
1219,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2012-02-01,5815.0
1220,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2012-03-01,5844.8
1221,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2012-04-01,5898.6
1222,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2012-05-01,5954.7
1223,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2012-06-01,5992.9
1224,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2012-07-01,5983.0
1225,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2012-08-01,6009.3
1226,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2012-09-01,6059.0
1227,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2012-10-01,6090.3
1228,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2012-11-01,6118.0
1229,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2012-12-01,6036.6
1230,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2013-01-01,6023.7
1231,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2013-02-01,6043.0
1232,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2013-03-01,6066.6
1233,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2013-04-01,6129.6
1234,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2013-05-01,6144.6
1235,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2013-06-01,6125.5
1236,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2013-07-01,6106.7
1237,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2013-08-01,6157.5
1238,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2013-09-01,6239.9
1239,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2013-10-01,6329.4
1240,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2013-11-01,6263.5
1241,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2013-12-01,6191.2
1242,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2014-01-01,6091.8
1243,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2014-02-01,6069.8
1244,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2014-03-01,6099.5
1245,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2014-04-01,6122.2
1246,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2014-05-01,6174.5
1247,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2014-06-01,6057.0
1248,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2014-07-01,6069.1
1249,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2014-08-01,6085.9
1250,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2014-09-01,6028.5
1251,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2014-10-01,6048.4
1252,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2014-11-01,5975.4
1253,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2014-12-01,5853.0
1254,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2015-01-01,5814.6
1255,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2015-02-01,5767.7
1256,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2015-03-01,5780.1
1257,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2015-04-01,5869.9
1258,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2015-05-01,5855.5
1259,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2015-06-01,5819.9
1260,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2015-07-01,5863.9
1261,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2015-08-01,5941.9
1262,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2015-09-01,5988.6
1263,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2015-10-01,6101.4
1264,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2015-11-01,6117.6
1265,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2015-12-01,6022.9
1266,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2016-01-01,6016.3
1267,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2016-02-01,6003.4
1268,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2016-03-01,6097.9
1269,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2016-04-01,6150.7
1270,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2016-05-01,6251.1
1271,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2016-06-01,6236.3
1272,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2016-07-01,6298.6
1273,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2016-08-01,6402.4
1274,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2016-09-01,6491.6
1275,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2016-10-01,6550.2
1276,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2016-11-01,6580.3
1277,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2016-12-01,6570.3
1278,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2017-01-01,6656.8
1279,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2017-02-01,6715.9
1280,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2017-03-01,6804.8
1281,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2017-04-01,6889.6
1282,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2017-05-01,6866.7
1283,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2017-06-01,6845.9
1284,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2017-07-01,6996.0
1285,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2017-08-01,6996.7
1286,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2017-09-01,7068.3
1287,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2017-10-01,7022.1
1288,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2017-11-01,6913.2
1289,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2017-12-01,6869.9
1290,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2018-01-01,6833.6
1291,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2018-02-01,6858.7
1292,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2018-03-01,6865.2
1293,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2018-04-01,6865.8
1294,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2018-05-01,6837.9
1295,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2018-06-01,6749.0
1296,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2018-07-01,6725.0
1297,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2018-08-01,6703.4
1298,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2018-09-01,6717.7
1299,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2018-10-01,6748.0
1300,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2018-11-01,6682.3
1301,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2018-12-01,6530.3
1302,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2019-01-01,6533.6
1303,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2019-02-01,6562.6
1304,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2019-03-01,6554.4
1305,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2019-04-01,6644.6
1306,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2019-05-01,6651.2
1307,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2019-06-01,6540.2
1308,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2019-07-01,6571.7
1309,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2019-08-01,6574.3
1310,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2019-09-01,6620.4
1311,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2019-10-01,6577.5
1312,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2019-11-01,6550.4
1313,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2019-12-01,6421.8
1314,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2020-01-01,6369.1
1315,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2020-02-01,6341.0
1316,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2020-03-01,6334.5
1317,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2020-04-01,6391.0
1318,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2020-05-01,6413.4
1319,0 Hele landet,"Under arbeid, bruksareal (1 000 m2)",2020-06-01,6414.7
1320,0 Hele landet,Fullfoerte boliger,1993-01-01,1380.0
1321,0 Hele landet,Fullfoerte boliger,1993-02-01,1290.0
1322,0 Hele landet,Fullfoerte boliger,1993-03-01,1287.0
1323,0 Hele landet,Fullfoerte boliger,1993-04-01,1226.0
1324,0 Hele landet,Fullfoerte boliger,1993-05-01,1040.0
1325,0 Hele landet,Fullfoerte boliger,1993-06-01,968.0
1326,0 Hele landet,Fullfoerte boliger,1993-07-01,1082.0
1327,0 Hele landet,Fullfoerte boliger,1993-08-01,1390.0
1328,0 Hele landet,Fullfoerte boliger,1993-09-01,1399.0
1329,0 Hele landet,Fullfoerte boliger,1993-10-01,1658.0
1330,0 Hele landet,Fullfoerte boliger,1993-11-01,1436.0
1331,0 Hele landet,Fullfoerte boliger,1993-12-01,1597.0
1332,0 Hele landet,Fullfoerte boliger,1994-01-01,1267.0
1333,0 Hele landet,Fullfoerte boliger,1994-02-01,1473.0
1334,0 Hele landet,Fullfoerte boliger,1994-03-01,1336.0
1335,0 Hele landet,Fullfoerte boliger,1994-04-01,986.0
1336,0 Hele landet,Fullfoerte boliger,1994-05-01,1041.0
1337,0 Hele landet,Fullfoerte boliger,1994-06-01,1203.0
1338,0 Hele landet,Fullfoerte boliger,1994-07-01,1147.0
1339,0 Hele landet,Fullfoerte boliger,1994-08-01,1583.0
1340,0 Hele landet,Fullfoerte boliger,1994-09-01,1677.0
1341,0 Hele landet,Fullfoerte boliger,1994-10-01,1686.0
1342,0 Hele landet,Fullfoerte boliger,1994-11-01,1867.0
1343,0 Hele landet,Fullfoerte boliger,1994-12-01,2429.0
1344,0 Hele landet,Fullfoerte boliger,1995-01-01,1987.0
1345,0 Hele landet,Fullfoerte boliger,1995-02-01,1348.0
1346,0 Hele landet,Fullfoerte boliger,1995-03-01,1430.0
1347,0 Hele landet,Fullfoerte boliger,1995-04-01,1352.0
1348,0 Hele landet,Fullfoerte boliger,1995-05-01,1625.0
1349,0 Hele landet,Fullfoerte boliger,1995-06-01,1391.0
1350,0 Hele landet,Fullfoerte boliger,1995-07-01,1168.0
1351,0 Hele landet,Fullfoerte boliger,1995-08-01,1524.0
1352,0 Hele landet,Fullfoerte boliger,1995-09-01,1438.0
1353,0 Hele landet,Fullfoerte boliger,1995-10-01,1955.0
1354,0 Hele landet,Fullfoerte boliger,1995-11-01,1900.0
1355,0 Hele landet,Fullfoerte boliger,1995-12-01,1731.0
1356,0 Hele landet,Fullfoerte boliger,1996-01-01,1697.0
1357,0 Hele landet,Fullfoerte boliger,1996-02-01,1568.0
1358,0 Hele landet,Fullfoerte boliger,1996-03-01,1173.0
1359,0 Hele landet,Fullfoerte boliger,1996-04-01,1189.0
1360,0 Hele landet,Fullfoerte boliger,1996-05-01,1367.0
1361,0 Hele landet,Fullfoerte boliger,1996-06-01,1490.0
1362,0 Hele landet,Fullfoerte boliger,1996-07-01,799.0
1363,0 Hele landet,Fullfoerte boliger,1996-08-01,1218.0
1364,0 Hele landet,Fullfoerte boliger,1996-09-01,1390.0
1365,0 Hele landet,Fullfoerte boliger,1996-10-01,2004.0
1366,0 Hele landet,Fullfoerte boliger,1996-11-01,1579.0
1367,0 Hele landet,Fullfoerte boliger,1996-12-01,1969.0
1368,0 Hele landet,Fullfoerte boliger,1997-01-01,1554.0
1369,0 Hele landet,Fullfoerte boliger,1997-02-01,1294.0
1370,0 Hele landet,Fullfoerte boliger,1997-03-01,1472.0
1371,0 Hele landet,Fullfoerte boliger,1997-04-01,1827.0
1372,0 Hele landet,Fullfoerte boliger,1997-05-01,1098.0
1373,0 Hele landet,Fullfoerte boliger,1997-06-01,1371.0
1374,0 Hele landet,Fullfoerte boliger,1997-07-01,990.0
1375,0 Hele landet,Fullfoerte boliger,1997-08-01,1407.0
1376,0 Hele landet,Fullfoerte boliger,1997-09-01,1402.0
1377,0 Hele landet,Fullfoerte boliger,1997-10-01,1940.0
1378,0 Hele landet,Fullfoerte boliger,1997-11-01,2103.0
1379,0 Hele landet,Fullfoerte boliger,1997-12-01,1928.0
1380,0 Hele landet,Fullfoerte boliger,1998-01-01,1786.0
1381,0 Hele landet,Fullfoerte boliger,1998-02-01,2331.0
1382,0 Hele landet,Fullfoerte boliger,1998-03-01,1368.0
1383,0 Hele landet,Fullfoerte boliger,1998-04-01,1681.0
1384,0 Hele landet,Fullfoerte boliger,1998-05-01,1233.0
1385,0 Hele landet,Fullfoerte boliger,1998-06-01,1544.0
1386,0 Hele landet,Fullfoerte boliger,1998-07-01,1454.0
1387,0 Hele landet,Fullfoerte boliger,1998-08-01,1478.0
1388,0 Hele landet,Fullfoerte boliger,1998-09-01,1471.0
1389,0 Hele landet,Fullfoerte boliger,1998-10-01,2161.0
1390,0 Hele landet,Fullfoerte boliger,1998-11-01,1686.0
1391,0 Hele landet,Fullfoerte boliger,1998-12-01,2228.0
1392,0 Hele landet,Fullfoerte boliger,1999-01-01,1726.0
1393,0 Hele landet,Fullfoerte boliger,1999-02-01,1221.0
1394,0 Hele landet,Fullfoerte boliger,1999-03-01,1484.0
1395,0 Hele landet,Fullfoerte boliger,1999-04-01,1119.0
1396,0 Hele landet,Fullfoerte boliger,1999-05-01,1170.0
1397,0 Hele landet,Fullfoerte boliger,1999-06-01,2038.0
1398,0 Hele landet,Fullfoerte boliger,1999-07-01,1237.0
1399,0 Hele landet,Fullfoerte boliger,1999-08-01,1909.0
1400,0 Hele landet,Fullfoerte boliger,1999-09-01,1866.0
1401,0 Hele landet,Fullfoerte boliger,1999-10-01,2049.0
1402,0 Hele landet,Fullfoerte boliger,1999-11-01,1912.0
1403,0 Hele landet,Fullfoerte boliger,1999-12-01,1931.0
1404,0 Hele landet,Fullfoerte boliger,2000-01-01,1818.0
1405,0 Hele landet,Fullfoerte boliger,2000-02-01,1841.0
1406,0 Hele landet,Fullfoerte boliger,2000-03-01,1700.0
1407,0 Hele landet,Fullfoerte boliger,2000-04-01,1043.0
1408,0 Hele landet,Fullfoerte boliger,2000-05-01,1285.0
1409,0 Hele landet,Fullfoerte boliger,2000-06-01,1325.0
1410,0 Hele landet,Fullfoerte boliger,2000-07-01,1167.0
1411,0 Hele landet,Fullfoerte boliger,2000-08-01,1700.0
1412,0 Hele landet,Fullfoerte boliger,2000-09-01,1619.0
1413,0 Hele landet,Fullfoerte boliger,2000-10-01,1716.0
1414,0 Hele landet,Fullfoerte boliger,2000-11-01,1919.0
1415,0 Hele landet,Fullfoerte boliger,2000-12-01,2274.0
1416,0 Hele landet,Fullfoerte boliger,2001-01-01,2894.0
1417,0 Hele landet,Fullfoerte boliger,2001-02-01,1894.0
1418,0 Hele landet,Fullfoerte boliger,2001-03-01,2059.0
1419,0 Hele landet,Fullfoerte boliger,2001-04-01,1380.0
1420,0 Hele landet,Fullfoerte boliger,2001-05-01,1373.0
1421,0 Hele landet,Fullfoerte boliger,2001-06-01,1652.0
1422,0 Hele landet,Fullfoerte boliger,2001-07-01,1592.0
1423,0 Hele landet,Fullfoerte boliger,2001-08-01,2252.0
1424,0 Hele landet,Fullfoerte boliger,2001-09-01,2061.0
1425,0 Hele landet,Fullfoerte boliger,2001-10-01,2166.0
1426,0 Hele landet,Fullfoerte boliger,2001-11-01,2171.0
1427,0 Hele landet,Fullfoerte boliger,2001-12-01,1689.0
1428,0 Hele landet,Fullfoerte boliger,2002-01-01,2115.0
1429,0 Hele landet,Fullfoerte boliger,2002-02-01,2070.0
1430,0 Hele landet,Fullfoerte boliger,2002-03-01,1669.0
1431,0 Hele landet,Fullfoerte boliger,2002-04-01,1368.0
1432,0 Hele landet,Fullfoerte boliger,2002-05-01,1447.0
1433,0 Hele landet,Fullfoerte boliger,2002-06-01,1651.0
1434,0 Hele landet,Fullfoerte boliger,2002-07-01,1326.0
1435,0 Hele landet,Fullfoerte boliger,2002-08-01,1747.0
1436,0 Hele landet,Fullfoerte boliger,2002-09-01,1879.0
1437,0 Hele landet,Fullfoerte boliger,2002-10-01,1781.0
