DK1,DK2,EE,FI,LT,LV,SE1,SE2,SE3,SE4,date,DK,SE
9500,2522,940.0,,555,38.0,5232.0,13616.0,16306.0,4096.0,2015-04-26,12022,39250.0
17943,2033,858.0,,1018,58.0,1314.0,1548.0,6643.0,2268.0,2015-04-27,19976,11773.0
16891,2964,396.0,,550,73.0,1735.0,4209.0,3876.0,4446.0,2015-04-28,19855,14266.0
33279,7087,2835.0,,2205,417.0,572.0,3845.0,12142.0,11624.0,2015-04-29,40366,28183.0
14946,4996,1237.0,,893,111.0,3354.0,11462.0,14693.0,12477.0,2015-04-30,19942,41986.0
4056,894,1862.0,,1364,265.0,4035.0,3960.0,6070.0,4589.0,2015-05-01,4950,18654.0
11497,2150,1039.0,,2888,275.0,1996.0,12071.0,13835.0,11994.0,2015-05-02,13647,39896.0
25903,8078,632.0,,175,39.0,2717.0,9574.0,4637.0,4925.0,2015-05-03,33981,21853.0
29996,7002,579.0,,1994,308.0,1471.0,8312.0,18503.0,10756.0,2015-05-04,36998,39042.0
44756,13289,1192.0,,683,113.0,5438.0,11761.0,13390.0,13339.0,2015-05-05,58045,43928.0
49746,7845,2840.0,,1002,267.0,6686.0,15759.0,19996.0,12022.0,2015-05-06,57591,54463.0
55874,13686,672.0,,537,148.0,4357.0,11037.0,22261.0,16101.0,2015-05-07,69560,53756.0
13598,1585,1508.0,,1133,401.0,1807.0,6434.0,29694.0,11361.0,2015-05-08,15183,49296.0
38899,6688,1506.0,,266,86.0,4559.0,15099.0,9031.0,7429.0,2015-05-09,45587,36118.0
38217,13273,984.0,,1269,246.0,2978.0,4788.0,8377.0,11139.0,2015-05-10,51490,27282.0
45659,8095,700.0,,296,74.0,3828.0,16083.0,23397.0,11544.0,2015-05-11,53754,54852.0
30781,8376,3074.0,,2664,603.0,1275.0,8044.0,19419.0,12152.0,2015-05-12,39157,40890.0
60388,16644,4372.0,,4162,786.0,4351.0,21278.0,22860.0,21186.0,2015-05-13,77032,69675.0
11608,4906,2060.0,,896,58.0,10467.0,31164.0,16683.0,5330.0,2015-05-14,16514,63644.0
6232,1892,1238.0,,1356,236.0,7590.0,18074.0,13436.0,6253.0,2015-05-15,8124,45353.0
37917,8330,909.0,,789,235.0,1107.0,7185.0,8194.0,7908.0,2015-05-16,46247,24394.0
59457,16220,494.0,,3606,527.0,846.0,3676.0,22030.0,24921.0,2015-05-17,75677,51473.0
25630,5550,701.0,,3082,503.0,1508.0,2294.0,5349.0,9342.0,2015-05-18,31180,18493.0
38418,6585,789.0,,972,148.0,1666.0,4784.0,15225.0,9695.0,2015-05-19,45003,31370.0
14943,2787,797.0,,646,78.0,798.0,5414.0,9334.0,7906.0,2015-05-20,17730,23452.0
8764,2183,1024.0,,1118,128.0,1862.0,8155.0,8743.0,4362.0,2015-05-21,10947,23122.0
33957,2556,1128.0,,329,172.0,4169.0,17190.0,28646.0,8723.0,2015-05-22,36513,58728.0
35507,3742,2747.0,,818,270.0,6741.0,24194.0,21448.0,10695.0,2015-05-23,39249,63078.0
25193,1469,1305.0,,218,175.0,4893.0,12674.0,11831.0,6315.0,2015-05-24,26662,35713.0
13141,1245,961.0,,373,141.0,535.0,2969.0,12784.0,4838.0,2015-05-25,14386,21126.0
41093,7451,525.0,,861,139.0,442.0,2820.0,6331.0,8504.0,2015-05-26,48544,18097.0
39688,9122,532.0,,1079,68.0,3142.0,13395.0,9290.0,12175.0,2015-05-27,48810,38002.0
42719,9389,495.0,,396,95.0,3077.0,9610.0,12570.0,11526.0,2015-05-28,52108,36783.0
27974,6099,1048.0,,797,193.0,3090.0,11156.0,22770.0,10980.0,2015-05-29,34073,47996.0
50071,14949,1068.0,,2437,469.0,2677.0,9373.0,19708.0,17458.0,2015-05-30,65020,49216.0
46943,11253,2939.0,,1617,640.0,5138.0,17558.0,30876.0,19877.0,2015-05-31,58196,73449.0
50928,8838,2848.0,,2013,401.0,5700.0,19201.0,32515.0,17119.0,2015-06-01,59766,74535.0
60667,14252,575.0,,600,143.0,8901.0,20931.0,26502.0,19022.0,2015-06-02,74919,75356.0
64680,15612,4632.0,,3594,866.0,2260.0,14096.0,37196.0,27852.0,2015-06-03,80292,81404.0
18036,2971,3619.0,,2626,474.0,5574.0,24958.0,25273.0,14720.0,2015-06-04,21007,70525.0
21575,5653,1304.0,,322,111.0,7502.0,15073.0,6453.0,5486.0,2015-06-05,27228,34514.0
40393,9482,1600.0,,1628,367.0,1786.0,12905.0,25888.0,14995.0,2015-06-06,49875,55574.0
50755,7551,3821.0,,1228,451.0,4263.0,18818.0,33292.0,17702.0,2015-06-07,58306,74075.0
26214,3318,2105.0,,1064,187.0,3655.0,17503.0,10320.0,7489.0,2015-06-08,29532,38967.0
4353,725,1116.0,,698,136.0,5775.0,11353.0,5114.0,2403.0,2015-06-09,5078,24645.0
23134,886,2320.0,,564,212.0,9017.0,20838.0,19426.0,8722.0,2015-06-10,24020,58003.0
15814,1118,1655.0,,1226,124.0,7175.0,16579.0,11041.0,5235.0,2015-06-11,16932,40030.0
2159,408,2033.0,,293,220.0,4331.0,10324.0,8823.0,2977.0,2015-06-12,2567,26455.0
7257,2238,1173.0,,379,82.0,4316.0,9417.0,7918.0,3987.0,2015-06-13,9495,25638.0
45247,8164,1152.0,,1488,304.0,1482.0,5000.0,13655.0,14091.0,2015-06-14,53411,34228.0
42413,6334,2426.0,,1502,264.0,4119.0,22809.0,10531.0,10687.0,2015-06-15,48747,48146.0
25971,3031,2213.0,,523,127.0,8863.0,25407.0,7251.0,5502.0,2015-06-16,29002,47023.0
35245,5111,1366.0,,269,112.0,1975.0,6552.0,11416.0,10902.0,2015-06-17,40356,30845.0
46395,8103,2123.0,,1144,405.0,690.0,3610.0,6278.0,11804.0,2015-06-18,54498,22382.0
32718,10595,786.0,,446,166.0,1030.0,5405.0,6648.0,5868.0,2015-06-19,43313,18951.0
17795,6167,91.0,,286,38.0,1402.0,5115.0,4273.0,3140.0,2015-06-20,23962,13930.0
7048,2920,197.0,,136,16.0,1036.0,2973.0,1361.0,2403.0,2015-06-21,9968,7773.0
7102,3216,173.0,,271,26.0,850.0,2115.0,2370.0,3296.0,2015-06-22,10318,8631.0
10260,2118,725.0,,1424,187.0,614.0,1996.0,2710.0,3265.0,2015-06-23,12378,8585.0
53618,11183,2626.0,,2016,498.0,1881.0,6162.0,10989.0,13338.0,2015-06-24,64801,32370.0
32115,3428,2089.0,,1668,505.0,1827.0,15806.0,15017.0,12778.0,2015-06-25,35543,45428.0
7551,791,801.0,,1235,234.0,1508.0,9355.0,6791.0,5922.0,2015-06-26,8342,23576.0
9611,2985,493.0,,449,57.0,1273.0,5508.0,3013.0,1233.0,2015-06-27,12596,11027.0
15407,3397,425.0,,193,35.0,1279.0,6001.0,7557.0,2340.0,2015-06-28,18804,17177.0
15969,1879,507.0,,331,75.0,1048.0,4006.0,10421.0,4063.0,2015-06-29,17848,19538.0
10728,1966,598.0,,385,88.0,879.0,7679.0,5571.0,5304.0,2015-06-30,12694,19433.0
8473,2508,1528.0,,889,158.0,1001.0,3686.0,2516.0,1598.0,2015-07-01,10981,8801.0
39974,9604,360.0,,658,30.0,1635.0,7317.0,6599.0,7458.0,2015-07-02,49578,23009.0
9619,3398,2056.0,,198,32.0,2391.0,12290.0,13953.0,6372.0,2015-07-03,13017,35006.0
3609,1425,1693.0,,343,106.0,3573.0,14507.0,3996.0,2296.0,2015-07-04,5034,24372.0
3416,1074,671.0,,88,47.0,1372.0,6463.0,3500.0,1153.0,2015-07-05,4490,12488.0
50987,11633,1186.0,,2286,364.0,4540.0,14050.0,24995.0,17420.0,2015-07-06,62620,61005.0
19454,2774,3366.0,,3116,764.0,1449.0,10413.0,28564.0,14181.0,2015-07-07,22228,54607.0
49210,12877,1201.0,,1942,382.0,1277.0,3986.0,11019.0,15520.0,2015-07-08,62087,31802.0
67877,18035,2516.0,,2896,702.0,4712.0,14094.0,16962.0,22597.0,2015-07-09,85912,58365.0
55653,16130,551.0,,3029,365.0,3265.0,15945.0,22458.0,21535.0,2015-07-10,71783,63203.0
4465,890,811.0,,2278,309.0,2267.0,7124.0,6399.0,4286.0,2015-07-11,5355,20076.0
5904,2579,1030.0,,1070,103.0,854.0,1624.0,2767.0,1138.0,2015-07-12,8483,6383.0
7614,2267,206.0,,233,15.0,659.0,1220.0,1936.0,2218.0,2015-07-13,9881,6033.0
20860,1488,173.0,,168,18.0,564.0,2086.0,2582.0,3541.0,2015-07-14,22348,8773.0
38968,6023,497.0,,895,22.0,635.0,5853.0,4182.0,9552.0,2015-07-15,44991,20222.0
23487,1223,540.0,,1015,175.0,554.0,9649.0,9444.0,9616.0,2015-07-16,24710,29263.0
21315,3406,649.0,,1947,306.0,1754.0,10467.0,9967.0,4263.0,2015-07-17,24721,26451.0
44839,8638,817.0,,838,197.0,2384.0,12864.0,28068.0,11273.0,2015-07-18,53477,54589.0
18327,2134,1716.0,,1131,266.0,1747.0,4731.0,19483.0,7919.0,2015-07-19,20461,33880.0
10687,6202,618.0,,1665,120.0,2512.0,7130.0,8018.0,4931.0,2015-07-20,16889,22591.0
35172,9911,834.0,,733,168.0,1165.0,3345.0,9306.0,11407.0,2015-07-21,45083,25223.0
14873,2493,2655.0,,1535,429.0,468.0,720.0,15363.0,7487.0,2015-07-22,17366,24038.0
35511,6006,1042.0,,1394,179.0,343.0,2723.0,17307.0,13449.0,2015-07-23,41517,33822.0
7713,1692,2769.0,,1159,350.0,1085.0,4884.0,17289.0,5455.0,2015-07-24,9405,28713.0
36440,8948,884.0,,1849,282.0,463.0,3530.0,13214.0,10376.0,2015-07-25,45388,27583.0
56143,15368,2411.0,,2604,615.0,3781.0,13357.0,18577.0,20498.0,2015-07-26,71511,56213.0
18295,4921,2003.0,,818,359.0,4526.0,7341.0,14562.0,6939.0,2015-07-27,23216,33368.0
10447,12818,360.0,,631,107.0,1424.0,3354.0,8247.0,6187.0,2015-07-28,23265,19212.0
31920,13297,388.0,,1242,309.0,1404.0,926.0,6991.0,8662.0,2015-07-29,45217,17983.0
26777,13357,1490.0,,2300,259.0,1967.0,10821.0,6136.0,4990.0,2015-07-30,40134,23914.0
52598,13210,1886.0,,2292,158.0,710.0,14239.0,7244.0,13227.0,2015-07-31,65808,35420.0
9336,1072,1351.0,,1562,213.0,2582.0,12525.0,9056.0,4239.0,2015-08-01,10408,28402.0
8264,777,2122.0,,913,175.0,778.0,4821.0,14422.0,2858.0,2015-08-02,9041,22879.0
21993,4822,1138.0,,771,36.0,1500.0,8844.0,4685.0,2495.0,2015-08-03,26815,17524.0
20318,6364,259.0,,720,97.0,972.0,5204.0,12958.0,11935.0,2015-08-04,26682,31069.0
10173,1506,1440.0,,800,167.0,3602.0,10984.0,7432.0,2815.0,2015-08-05,11679,24833.0
12181,3425,697.0,,200,19.0,1055.0,1984.0,4303.0,1935.0,2015-08-06,15606,9277.0
5084,1750,158.0,,185,33.0,696.0,7344.0,8477.0,4969.0,2015-08-07,6834,21486.0
11396,1123,1551.0,,1040,206.0,2204.0,6762.0,8911.0,2436.0,2015-08-08,12519,20313.0
5108,496,217.0,,702,22.0,1635.0,4176.0,7770.0,3564.0,2015-08-09,5604,17145.0
5330,946,63.0,,332,25.0,805.0,3045.0,4291.0,1979.0,2015-08-10,6276,10120.0
5912,1421,226.0,,777,46.0,3596.0,11347.0,5931.0,1601.0,2015-08-11,7333,22475.0
11228,1260,325.0,,447,32.0,5564.0,10224.0,5768.0,3021.0,2015-08-12,12488,24577.0
6900,3700,1859.0,,929,205.0,5210.0,10331.0,5246.0,5019.0,2015-08-13,10600,25806.0
47353,17268,538.0,,1069,106.0,2113.0,2636.0,9933.0,17051.0,2015-08-14,64621,31733.0
15509,4959,655.0,,1256,183.0,1693.0,8999.0,18668.0,18919.0,2015-08-15,20468,48279.0
12846,4370,1194.0,,1854,290.0,2055.0,6699.0,17438.0,17397.0,2015-08-16,17216,43589.0
45992,16476,843.0,,2338,324.0,2391.0,5546.0,19184.0,22972.0,2015-08-17,62468,50093.0
53696,17484,644.0,,1699,251.0,1661.0,6674.0,16083.0,22537.0,2015-08-18,71180,46955.0
23219,9063,256.0,,1194,153.0,2530.0,9962.0,9642.0,12240.0,2015-08-19,32282,34374.0
8072,4012,44.0,,677,84.0,1640.0,8589.0,6185.0,5725.0,2015-08-20,12084,22139.0
13271,2631,106.0,,539,65.0,1438.0,8253.0,5417.0,2734.0,2015-08-21,15902,17842.0
13940,4090,265.0,,909,115.0,810.0,7067.0,1833.0,2215.0,2015-08-22,18030,11925.0
31936,10068,727.0,,1395,191.0,368.0,2003.0,6689.0,10028.0,2015-08-23,42004,19088.0
39893,9865,990.0,,1508,250.0,321.0,3594.0,17119.0,14382.0,2015-08-24,49758,35416.0
40742,10687,1208.0,,1688,258.0,716.0,9824.0,15834.0,11960.0,2015-08-25,51429,38334.0
36881,8310,1557.0,,682,244.0,1935.0,11446.0,17577.0,9888.0,2015-08-26,45191,40846.0
34334,9699,963.0,,1426,201.0,2315.0,15473.0,20253.0,13935.0,2015-08-27,44033,51976.0
26760,4808,2027.0,,1950,256.0,5315.0,17105.0,22829.0,9848.0,2015-08-28,31568,55097.0
21510,2569,2901.0,,1894,454.0,4811.0,15530.0,21710.0,9111.0,2015-08-29,24079,51162.0
1535,1134,1233.0,,301,106.0,3280.0,4314.0,8420.0,2218.0,2015-08-30,2669,18232.0
12176,3397,162.0,,607,35.0,3486.0,2904.0,2022.0,4785.0,2015-08-31,15573,13197.0
25698,8119,728.0,,1486,249.0,1809.0,4596.0,23542.0,7477.0,2015-09-01,33817,37424.0
51082,14310,1450.0,,1186,188.0,1006.0,10234.0,21848.0,14727.0,2015-09-02,65392,47815.0
34921,3690,380.0,,303,54.0,1884.0,2903.0,7226.0,5150.0,2015-09-03,38611,17163.0
14498,5312,430.0,,492,71.0,1264.0,2791.0,3902.0,2161.0,2015-09-04,19810,10118.0
42087,15057,874.0,,1603,212.0,752.0,5076.0,10238.0,8300.0,2015-09-05,57144,24366.0
45110,16354,372.0,,1168,139.0,4010.0,17244.0,23434.0,15323.0,2015-09-06,61464,60011.0
12952,5958,1698.0,,936,300.0,4177.0,19048.0,19805.0,12858.0,2015-09-07,18910,55888.0
9642,3232,2101.0,,1087,263.0,3218.0,13520.0,14117.0,8728.0,2015-09-08,12874,39583.0
2784,609,668.0,,633,99.0,3910.0,10142.0,3191.0,3713.0,2015-09-09,3393,20956.0
6876,4247,133.0,,367,42.0,1615.0,3723.0,1916.0,3346.0,2015-09-10,11123,10600.0
33959,10346,317.0,,873,113.0,1747.0,2904.0,6965.0,14153.0,2015-09-11,44305,25769.0
37346,6450,979.0,,1785,313.0,4113.0,7815.0,16561.0,15136.0,2015-09-12,43796,43625.0
33020,9009,1211.0,,1716,196.0,3596.0,12513.0,18496.0,15811.0,2015-09-13,42029,50416.0
36005,8788,1205.0,,3357,493.0,3097.0,13570.0,27602.0,20825.0,2015-09-14,44793,65094.0
36592,11875,2361.0,,1649,322.0,3258.0,20425.0,23528.0,13318.0,2015-09-15,48467,60529.0
30180,9109,396.0,,565,79.0,2410.0,8385.0,12464.0,10376.0,2015-09-16,39289,33635.0
57987,15518,1212.0,,1160,126.0,3285.0,15314.0,24308.0,17305.0,2015-09-17,73505,60212.0
49710,13153,3744.0,,3028,683.0,3821.0,11135.0,29199.0,23593.0,2015-09-18,62863,67748.0
26281,2419,3563.0,,1273,577.0,5188.0,29066.0,16203.0,9425.0,2015-09-19,28700,59882.0
27035,7862,799.0,,195,44.0,2622.0,20181.0,7173.0,3669.0,2015-09-20,34897,33645.0
6770,2983,242.0,,636,23.0,883.0,7228.0,1732.0,1797.0,2015-09-21,9753,11640.0
21075,5176,974.0,,877,114.0,1331.0,3098.0,6899.0,8350.0,2015-09-22,26251,19678.0
3158,1420,1285.0,,1089,152.0,3156.0,11602.0,6672.0,3325.0,2015-09-23,4578,24755.0
28681,8915,1038.0,,325,120.0,2260.0,9062.0,11042.0,9133.0,2015-09-24,37596,31497.0
29528,3205,446.0,,284,46.0,4359.0,17191.0,22059.0,7826.0,2015-09-25,32733,51435.0
23693,2913,502.0,,754,75.0,5567.0,16839.0,11243.0,8938.0,2015-09-26,26606,42587.0
9921,1620,665.0,,751,114.0,5680.0,23131.0,11963.0,5144.0,2015-09-27,11541,45918.0
1371,648,1938.0,,1048,189.0,2080.0,4940.0,7505.0,4226.0,2015-09-28,2019,18751.0
433,370,721.0,,515,54.0,7473.0,15693.0,14844.0,1786.0,2015-09-29,803,39796.0
10663,448,2034.0,,862,328.0,7730.0,21886.0,13663.0,7512.0,2015-09-30,11111,50791.0
30869,3359,2291.0,,2734,325.0,6521.0,25099.0,19633.0,11974.0,2015-10-01,34228,63227.0
29434,3642,3728.0,,3326,634.0,7219.0,30767.0,31690.0,15241.0,2015-10-02,33076,84917.0
4843,708,1536.0,,527,55.0,4488.0,15100.0,7163.0,2278.0,2015-10-03,5551,29029.0
220,534,1080.0,,523,61.0,7780.0,18731.0,3272.0,442.0,2015-10-04,754,30225.0
9497,1649,1390.0,,503,143.0,3970.0,6546.0,9937.0,3794.0,2015-10-05,11146,24247.0
56706,16854,1564.0,,2593,364.0,1621.0,11337.0,23431.0,24101.0,2015-10-06,73560,60490.0
60527,17896,405.0,,1984,167.0,3671.0,18227.0,24506.0,27120.0,2015-10-07,78423,73524.0
36119,7056,389.0,,880,35.0,2487.0,13677.0,12803.0,16444.0,2015-10-08,43175,45411.0
18637,3985,853.0,,392,32.0,1969.0,9489.0,5340.0,6419.0,2015-10-09,22622,23217.0
14306,6364,993.0,,68,32.0,861.0,2340.0,1492.0,3121.0,2015-10-10,20670,7814.0
16625,4553,307.0,,709,38.0,2027.0,3868.0,1007.0,5586.0,2015-10-11,21178,12488.0
16800,5842,230.0,,840,45.0,3605.0,3549.0,3938.0,6292.0,2015-10-12,22642,17384.0
26751,3374,146.0,,1648,157.0,3535.0,10932.0,6449.0,9390.0,2015-10-13,30125,30306.0
32414,7830,386.0,,1399,98.0,4478.0,9148.0,5133.0,10884.0,2015-10-14,40244,29643.0
35369,13234,327.0,,2389,248.0,7673.0,16530.0,12666.0,18134.0,2015-10-15,48603,55003.0
29654,5032,794.0,,2244,223.0,8483.0,17621.0,11343.0,12387.0,2015-10-16,34686,49834.0
12830,1600,143.0,,550,44.0,7461.0,19947.0,4831.0,4998.0,2015-10-17,14430,37237.0
7249,1722,224.0,,488,98.0,3450.0,11081.0,6074.0,4351.0,2015-10-18,8971,24956.0
1667,757,309.0,,624,66.0,597.0,1854.0,1525.0,2606.0,2015-10-19,2424,6582.0
2162,401,728.0,,488,38.0,1994.0,5680.0,3638.0,640.0,2015-10-20,2563,11952.0
24720,4116,1625.0,,166,23.0,5779.0,18311.0,16981.0,4626.0,2015-10-21,28836,45697.0
46723,13046,4272.0,,1153,389.0,4737.0,16521.0,34270.0,19330.0,2015-10-22,59769,74858.0
40375,13722,2583.0,,3102,506.0,4248.0,20214.0,25010.0,21500.0,2015-10-23,54097,70972.0
28885,5371,1130.0,,700,108.0,5902.0,20067.0,21803.0,7560.0,2015-10-24,34256,55332.0
34182,6945,2545.0,,1603,385.0,6057.0,22955.0,32629.0,17084.0,2015-10-25,41127,78725.0
8706,1196,3057.0,,2218,401.0,5577.0,21875.0,14995.0,4497.0,2015-10-26,9902,46944.0
17967,5345,3009.0,,911,201.0,5414.0,10604.0,10125.0,5260.0,2015-10-27,23312,31403.0
40289,11869,593.0,,1351,145.0,3373.0,10754.0,9793.0,17877.0,2015-10-28,52158,41797.0
9554,1798,1132.0,,1680,141.0,1157.0,4419.0,4594.0,6229.0,2015-10-29,11352,16399.0
9665,2084,365.0,,495,73.0,4827.0,14299.0,5851.0,3070.0,2015-10-30,11749,28047.0
16054,4285,1759.0,,1328,211.0,6626.0,25697.0,15736.0,6565.0,2015-10-31,20339,54624.0
4707,1413,2592.0,,2162,464.0,10265.0,31269.0,22569.0,8046.0,2015-11-01,6120,72149.0
4714,317,2466.0,,1626,350.0,8627.0,31907.0,26103.0,9030.0,2015-11-02,5031,75667.0
1630,315,1582.0,,479,175.0,7291.0,17487.0,14099.0,1699.0,2015-11-03,1945,40576.0
3447,384,1531.0,,135,74.0,7726.0,20712.0,5234.0,900.0,2015-11-04,3831,34572.0
6494,1602,289.0,,37,13.0,2720.0,5621.0,3225.0,2561.0,2015-11-05,8096,14127.0
10192,3691,479.0,,364,32.0,739.0,6843.0,4612.0,3223.0,2015-11-06,13883,15417.0
30357,11362,2566.0,,1286,251.0,1188.0,14089.0,17591.0,10570.0,2015-11-07,41719,43438.0
30710,13031,1835.0,,4356,645.0,1891.0,13020.0,19921.0,19117.0,2015-11-08,43741,53949.0
52486,17638,1395.0,,2346,350.0,4273.0,17586.0,31564.0,23462.0,2015-11-09,70124,76885.0
44985,18736,816.0,,3420,549.0,297.0,6967.0,26651.0,20693.0,2015-11-10,63721,54608.0
28779,15544,1537.0,,2505,394.0,2097.0,18969.0,20480.0,15601.0,2015-11-11,44323,57147.0
36627,13049,788.0,,3306,467.0,175.0,3919.0,21201.0,20854.0,2015-11-12,49676,46149.0
44288,15696,1773.0,,1986,345.0,2128.0,14902.0,25595.0,19384.0,2015-11-13,59984,62009.0
41032,18049,1700.0,,3019,465.0,1163.0,4171.0,27101.0,26018.0,2015-11-14,59081,58453.0
4233,3066,518.0,,1586,255.0,277.0,2152.0,15226.0,8524.0,2015-11-15,7299,26179.0
34261,9090,623.0,,905,155.0,285.0,8063.0,19217.0,13313.0,2015-11-16,43351,40878.0
19005,8098,2020.0,,1547,157.0,2652.0,9612.0,20345.0,9540.0,2015-11-17,27103,42149.0
36906,17431,863.0,,2995,288.0,606.0,3208.0,7908.0,16028.0,2015-11-18,54337,27750.0
34960,18026,906.0,,3654,347.0,326.0,5442.0,17365.0,21606.0,2015-11-19,52986,44739.0
8007,6751,1221.0,,1546,96.0,1521.0,14702.0,10246.0,3605.0,2015-11-20,14758,30074.0
13771,7386,3417.0,,151,104.0,6523.0,28119.0,14215.0,10059.0,2015-11-21,21157,58916.0
34581,11027,1874.0,,1033,15.0,4506.0,17853.0,17517.0,20418.0,2015-11-22,45608,60294.0
13709,6618,551.0,,197,17.0,2364.0,9387.0,12169.0,8341.0,2015-11-23,20327,32261.0
47595,18202,2160.0,,1980,457.0,5797.0,19257.0,28289.0,22408.0,2015-11-24,65797,75751.0
12099,6023,3845.0,,2843,656.0,2553.0,12906.0,14758.0,9171.0,2015-11-25,18122,39388.0
15822,2026,3454.0,,1186,336.0,7707.0,29316.0,14143.0,2846.0,2015-11-26,17848,54012.0
55614,13266,4937.0,,2492,822.0,8758.0,34122.0,41987.0,23078.0,2015-11-27,68880,107945.0
47090,15082,4808.0,,2199,660.0,4137.0,14115.0,33588.0,21475.0,2015-11-28,62172,73315.0
53192,18301,3370.0,,2865,575.0,7575.0,26486.0,33420.0,25459.0,2015-11-29,71493,92940.0
49918,16510,3883.0,,4817,778.0,2338.0,13777.0,30137.0,24313.0,2015-11-30,66428,70565.0
33186,13084,3025.0,,3510,635.0,3953.0,32873.0,28997.0,22925.0,2015-12-01,46270,88748.0
37198,10435,2459.0,,1550,299.0,5379.0,22387.0,20806.0,11652.0,2015-12-02,47633,60224.0
23584,10968,2352.0,,1631,270.0,8666.0,28697.0,18361.0,11122.0,2015-12-03,34552,66846.0
64351,18565,3560.0,,3905,706.0,6463.0,21679.0,33608.0,27465.0,2015-12-04,82916,89215.0
69276,16366,4295.0,,5052,940.0,6841.0,29244.0,39448.0,29847.0,2015-12-05,85642,105380.0
67195,20884,4869.0,,5190,867.0,7863.0,31716.0,38540.0,30031.0,2015-12-06,88079,108150.0
21840,4673,4499.0,,3826,610.0,8873.0,36931.0,24758.0,15591.0,2015-12-07,26513,86153.0
36700,7705,2543.0,,677,187.0,5161.0,23382.0,22371.0,11028.0,2015-12-08,44405,61942.0
46207,11214,4245.0,,2083,556.0,5355.0,27320.0,35599.0,17632.0,2015-12-09,57421,85906.0
63630,19123,4466.0,,3612,881.0,3913.0,28416.0,41279.0,28793.0,2015-12-10,82753,102401.0
39406,15950,2662.0,,3721,613.0,2493.0,24422.0,24773.0,20142.0,2015-12-11,55356,71830.0
22724,11225,495.0,,3040,518.0,5110.0,25438.0,21167.0,15120.0,2015-12-12,33949,66835.0
10726,7478,661.0,,848,98.0,2766.0,8249.0,10905.0,5236.0,2015-12-13,18204,27156.0
11887,2550,1222.0,,731,250.0,6679.0,16893.0,8480.0,5831.0,2015-12-14,14437,37883.0
11831,2291,1749.0,,198,134.0,8027.0,28163.0,7470.0,1771.0,2015-12-15,14122,45431.0
26889,7090,3224.0,,835,321.0,3641.0,19171.0,11244.0,6773.0,2015-12-16,33979,40829.0
31220,8665,1398.0,,902,159.0,2356.0,5368.0,13418.0,9793.0,2015-12-17,39885,30935.0
48226,12359,2446.0,,2446,440.0,2465.0,15328.0,35843.0,20614.0,2015-12-18,60585,74250.0
54100,13192,3176.0,,4272,719.0,4914.0,28261.0,30815.0,21503.0,2015-12-19,67292,85493.0
58238,14537,3986.0,,2919,723.0,6637.0,24568.0,39651.0,21285.0,2015-12-20,72775,92141.0
57137,16368,4416.0,,3121,786.0,7058.0,29060.0,37930.0,25259.0,2015-12-21,73505,99307.0
61559,17224,2762.0,,4405,678.0,3206.0,21766.0,31949.0,26899.0,2015-12-22,78783,83820.0
56898,18430,3665.0,,4998,877.0,2138.0,17724.0,35876.0,27115.0,2015-12-23,75328,82853.0
55286,14156,3506.0,,3119,605.0,7767.0,34007.0,37483.0,20827.0,2015-12-24,69442,100084.0
55507,17058,4808.0,,4432,874.0,7950.0,33839.0,42241.0,28316.0,2015-12-25,72565,112346.0
16679,8139,4498.0,,2152,410.0,10359.0,33991.0,17082.0,5968.0,2015-12-26,24818,67400.0
58761,15284,1713.0,,1025,195.0,6682.0,22793.0,19221.0,18449.0,2015-12-27,74045,67145.0
30494,8163,1139.0,,2072,289.0,1481.0,8749.0,11000.0,12435.0,2015-12-28,38657,33665.0
65314,17774,651.0,,1012,98.0,7519.0,32051.0,26717.0,25600.0,2015-12-29,83088,91887.0
59997,16932,1277.0,,1419,286.0,8697.0,34372.0,26819.0,23625.0,2015-12-30,76929,93513.0
51890,13839,1241.0,,2072,323.0,9020.0,28009.0,22642.0,19970.0,2015-12-31,65729,79641.0
13265,1542,1037.0,,1771,221.0,8894.0,27436.0,10092.0,5341.0,2016-01-01,14807,51763.0
65571,17460,568.0,,1533,154.0,3302.0,9028.0,19171.0,23860.0,2016-01-02,83031,55361.0
72334,18420,1221.0,,283,45.0,1995.0,5179.0,8612.0,18055.0,2016-01-03,90754,33841.0
64400,16179,337.0,,328,51.0,4335.0,16691.0,9352.0,15906.0,2016-01-04,80579,46284.0
50214,11896,178.0,,250,70.0,3530.0,9272.0,10846.0,11669.0,2016-01-05,62110,35317.0
33376,8778,494.0,,465,38.0,1078.0,2433.0,9001.0,13190.0,2016-01-06,42154,25702.0
52316,14033,410.0,,1045,106.0,1162.0,4365.0,11344.0,15156.0,2016-01-07,66349,32027.0
37355,12826,1155.0,,1265,226.0,4647.0,7642.0,16485.0,17794.0,2016-01-08,50181,46568.0
19486,3987,648.0,,96,22.0,1606.0,2063.0,14214.0,6522.0,2016-01-09,23473,24405.0
40932,9883,604.0,,1262,214.0,207.0,11635.0,24223.0,18084.0,2016-01-10,50815,54149.0
12909,2232,1935.0,,1723,263.0,3535.0,18965.0,5271.0,3882.0,2016-01-11,15141,31653.0
21187,2583,1271.0,,441,22.0,4756.0,16158.0,7411.0,3063.0,2016-01-12,23770,31388.0
12790,3362,1730.0,,2625,346.0,5345.0,16264.0,14704.0,8622.0,2016-01-13,16152,44935.0
